qid,competition,timestamp,section,number,original_question,original_answer,original_additional_info,question,answers
AIO04-0339,第4回AI王,2023/09/01,開発用データ,339,主人公の赤毛の少年のあだ名からタイトルがつけられた、フランスの作家、ジュール・ルナールの小説は何？,にんじん,,主人公の赤毛の少年のあだ名からタイトルがつけられた、フランスの作家、ジュール・ルナールの小説は何?,['にんじん']
AIO04-0340,第4回AI王,2023/09/01,開発用データ,340,弓を引くのに邪魔にならないよう右の乳房を切除した、と言い伝えられている、ギリシャ神話に登場する女戦士の部族は何？,アマゾン,"アマゾネス, アマゾーン",弓を引くのに邪魔にならないよう右の乳房を切除した、と言い伝えられている、ギリシャ神話に登場する女戦士の部族は何?,"['アマゾン', 'アマゾネス', 'アマゾーン']"
AIO04-0341,第4回AI王,2023/09/01,開発用データ,341,「観音開き」のように真ん中から両開きとなるドアのことを、あるヨーロッパの国の名前から何という？,フレンチドア,,「観音開き」のように真ん中から両開きとなるドアのことを、あるヨーロッパの国の名前から何という?,['フレンチドア']
AIO04-0342,第4回AI王,2023/09/01,開発用データ,342,景気循環の波に名を残す経済学者で、キチンはアメリカ、ジュグラーはフランスですが、コンドラチェフは現在のどこの国の人物？,ロシア,ロシア連邦,景気循環の波に名を残す経済学者で、キチンはアメリカ、ジュグラーはフランスですが、コンドラチェフは現在のどこの国の人物?,"['ロシア', 'ロシア連邦']"
AIO04-0343,第4回AI王,2023/09/01,開発用データ,343,肉まんの下に敷いたり、書籍の表紙カバーなどにして用いられる、半透明で光沢のある薄い紙を何という？,グラシン紙,"グラシン, パラフィン紙",肉まんの下に敷いたり、書籍の表紙カバーなどにして用いられる、半透明で光沢のある薄い紙を何という?,"['グラシン紙', 'グラシン', 'パラフィン紙']"
AIO04-0344,第4回AI王,2023/09/01,開発用データ,344,作家の大江健三郎の義理の兄にあたる往年の映画監督で、代表作『マルサの女』『お葬式』で知られる人物は誰？,伊丹十三,,作家の大江健三郎の義理の兄にあたる往年の映画監督で、代表作『マルサの女』『お葬式』で知られる人物は誰?,['伊丹十三']
AIO04-0345,第4回AI王,2023/09/01,開発用データ,345,自動車のペダルで、マニュアル車にはつけられていて、オートマチック車にはつけられていないものは何？,クラッチペダル,クラッチ,自動車のペダルで、マニュアル車にはつけられていて、オートマチック車にはつけられていないものは何?,"['クラッチペダル', 'クラッチ']"
AIO04-0346,第4回AI王,2023/09/01,開発用データ,346,裕福な家庭に育ち、自分で働いたことのない人をたとえて、「何より重い物を持たない」という？,箸,箸より重い物を持たない,裕福な家庭に育ち、自分で働いたことのない人をたとえて、「何より重い物を持たない」という?,"['箸', '箸より重い物を持たない']"
AIO04-0347,第4回AI王,2023/09/01,開発用データ,347,日本の和歌で、その歌の作者が誰だか分からないことを特に何という？,詠み人しらず,"よみ人しらず, 詠み人知らず, 読み人知らず",日本の和歌で、その歌の作者が誰だか分からないことを特に何という?,"['詠み人しらず', 'よみ人しらず', '詠み人知らず', '読み人知らず']"
AIO04-0348,第4回AI王,2023/09/01,開発用データ,348,横山大観のコレクションや美しい日本庭園で知られる、島根県安来市にある美術館は何？,足立美術館,,横山大観のコレクションや美しい日本庭園で知られる、島根県安来市にある美術館は何?,['足立美術館']
AIO04-0349,第4回AI王,2023/09/01,開発用データ,349,ご当地グルメの祭典「B-1グランプリ」で、唯一、2度グランプリを獲得している料理は何？,富士宮やきそば,富士宮焼きそば,ご当地グルメの祭典「B-1グランプリ」で、唯一、2度グランプリを獲得している料理は何?,"['富士宮やきそば', '富士宮焼きそば']"
AIO04-0350,第4回AI王,2023/09/01,開発用データ,350,周りを敵に囲まれて孤立してしまうことを、古代中国の故事に由来する四字熟語で何という？,四面楚歌,,周りを敵に囲まれて孤立してしまうことを、古代中国の故事に由来する四字熟語で何という?,['四面楚歌']
AIO04-0351,第4回AI王,2023/09/01,開発用データ,351,「海」を意味する「オーシャン」という英語の語源となった、ギリシャ神話に登場する海の神は誰？,オケアノス,オーケアノス,「海」を意味する「オーシャン」という英語の語源となった、ギリシャ神話に登場する海の神は誰?,"['オケアノス', 'オーケアノス']"
AIO04-0352,第4回AI王,2023/09/01,開発用データ,352,「女峰」と「とよのか」を交配し、さらに「栃の峰」を掛け合わせて作られた、栃木県生まれのイチゴの品種は何？,とちおとめ,,「女峰」と「とよのか」を交配し、さらに「栃の峰」を掛け合わせて作られた、栃木県生まれのイチゴの品種は何?,['とちおとめ']
AIO04-0353,第4回AI王,2023/09/01,開発用データ,353,20世紀初めにアメリカのニューオーリンズで生まれたジャズのことを、南部の州を指す俗称から何という？,ディキシーランド・ジャズ,"ディキシーランド, ディキシー, デキシーランド・ジャズ, デキシーランド, デキシー",20世紀初めにアメリカのニューオーリンズで生まれたジャズのことを、南部の州を指す俗称から何という?,"['ディキシーランド・ジャズ', 'ディキシーランド', 'ディキシー', 'デキシーランド・ジャズ', 'デキシーランド', 'デキシー']"
AIO04-0354,第4回AI王,2023/09/01,開発用データ,354,カボチャの馬車、舞踏会、ガラスの靴から連想される童話は何？,シンデレラ,,カボチャの馬車、舞踏会、ガラスの靴から連想される童話は何?,['シンデレラ']
AIO04-0355,第4回AI王,2023/09/01,開発用データ,355,広瀬すずがヒロインの綾瀬千早を演じた、競技かるたの世界を描いた映画は何？,ちはやふる,,広瀬すずがヒロインの綾瀬千早を演じた、競技かるたの世界を描いた映画は何?,['ちはやふる']
AIO04-0356,第4回AI王,2023/09/01,開発用データ,356,もともとは薬の効能を書き記したもので、転じて「自分のすぐれた点などを述べたてること」を意味する言葉は何？,能書,能書き,もともとは薬の効能を書き記したもので、転じて「自分のすぐれた点などを述べたてること」を意味する言葉は何?,"['能書', '能書き']"
AIO04-0357,第4回AI王,2023/09/01,開発用データ,357,盆栽用語で、土から露出している根から一番近い枝までの部分のことを何という？,立ち上がり,,盆栽用語で、土から露出している根から一番近い枝までの部分のことを何という?,['立ち上がり']
AIO04-0358,第4回AI王,2023/09/01,開発用データ,358,サーモン、ムンク、村上春樹から連想される国はどこ？,ノルウェー,ノルウェー王国,サーモン、ムンク、村上春樹から連想される国はどこ?,"['ノルウェー', 'ノルウェー王国']"
AIO04-0359,第4回AI王,2023/09/01,開発用データ,359,歌人としては釈迢空の雅号を用いていた、日本の民俗学者・言語学者は誰？,折口信夫,,歌人としては釈迢空の雅号を用いていた、日本の民俗学者・言語学者は誰?,['折口信夫']
AIO04-0360,第4回AI王,2023/09/01,開発用データ,360,1957年にカナダのトロントで創業したファッションブランドで、企業ロゴをあしらった丸いワッペンが左袖につけられた防寒着で特に知られるのは何？,カナダグース,CANADA GOOSE,1957年にカナダのトロントで創業したファッションブランドで、企業ロゴをあしらった丸いワッペンが左袖につけられた防寒着で特に知られるのは何?,"['カナダグース', 'CANADA GOOSE']"
